record_id,model,method,filepath,filename,true_class,pred_class,confidence,correct,category,target_layer,border_energy_fraction,original_path,heatmap_path,overlay_path,status,timestamp
normal_correct_high_confidence_008,MiniConvNet,gradcam_plusplus,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\normal\10 - Copy.png,10 - Copy.png,normal,normal,0.9938371777534485,True,correct_high_confidence,pool_extra,0.5469436910033743,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_correct_high_confidence_008_MiniConvNet_gradcam_plusplus_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_correct_high_confidence_008_MiniConvNet_gradcam_plusplus_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_correct_high_confidence_008_MiniConvNet_gradcam_plusplus_overlay.png,ok,2026-09-05T08:44:13
normal_incorrect_normal_confidence_009,MiniConvNet,gradcam,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\normal\23.png,23.png,normal,adenocarcinoma,0.7370414137840271,False,incorrect_normal_confidence,pool_extra,0.07960399652848146,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_incorrect_normal_confidence_009_MiniConvNet_gradcam_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_incorrect_normal_confidence_009_MiniConvNet_gradcam_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_incorrect_normal_confidence_009_MiniConvNet_gradcam_overlay.png,ok,2026-09-05T08:44:13
normal_incorrect_normal_confidence_009,MiniConvNet,gradcam_plusplus,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\normal\23.png,23.png,normal,adenocarcinoma,0.7370414137840271,False,incorrect_normal_confidence,pool_extra,0.6755183994359433,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_incorrect_normal_confidence_009_MiniConvNet_gradcam_plusplus_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_incorrect_normal_confidence_009_MiniConvNet_gradcam_plusplus_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_incorrect_normal_confidence_009_MiniConvNet_gradcam_plusplus_overlay.png,ok,2026-09-05T08:44:13
normal_incorrect_high_confidence_010,MiniConvNet,gradcam,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\normal\normal - Copy.png,normal - Copy.png,normal,adenocarcinoma,0.7713081240653992,False,incorrect_high_confidence,pool_extra,0.0007545291484618455,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_incorrect_high_confidence_010_MiniConvNet_gradcam_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_incorrect_high_confidence_010_MiniConvNet_gradcam_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_incorrect_high_confidence_010_MiniConvNet_gradcam_overlay.png,ok,2026-09-05T08:44:13
normal_incorrect_high_confidence_010,MiniConvNet,gradcam_plusplus,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\normal\normal - Copy.png,normal - Copy.png,normal,adenocarcinoma,0.7713081240653992,False,incorrect_high_confidence,pool_extra,0.6846497900290777,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_incorrect_high_confidence_010_MiniConvNet_gradcam_plusplus_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_incorrect_high_confidence_010_MiniConvNet_gradcam_plusplus_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\normal_incorrect_high_confidence_010_MiniConvNet_gradcam_plusplus_overlay.png,ok,2026-09-05T08:44:13
squamous.cell.carcinoma_correct_normal_confidence_011,MiniConvNet,gradcam,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000134 (5).png,000134 (5).png,squamous.cell.carcinoma,squamous.cell.carcinoma,0.5204182863235474,True,correct_normal_confidence,pool_extra,0.0,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_correct_normal_confidence_011_MiniConvNet_gradcam_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_correct_normal_confidence_011_MiniConvNet_gradcam_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_correct_normal_confidence_011_MiniConvNet_gradcam_overlay.png,ok,2026-09-05T08:44:13
squamous.cell.carcinoma_correct_normal_confidence_011,MiniConvNet,gradcam_plusplus,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000134 (5).png,000134 (5).png,squamous.cell.carcinoma,squamous.cell.carcinoma,0.5204182863235474,True,correct_normal_confidence,pool_extra,0.6515101592332796,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_correct_normal_confidence_011_MiniConvNet_gradcam_plusplus_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_correct_normal_confidence_011_MiniConvNet_gradcam_plusplus_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_correct_normal_confidence_011_MiniConvNet_gradcam_plusplus_overlay.png,ok,2026-09-05T08:44:14
squamous.cell.carcinoma_correct_high_confidence_012,MiniConvNet,gradcam,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000118 (3).png,000118 (3).png,squamous.cell.carcinoma,squamous.cell.carcinoma,0.8463066816329956,True,correct_high_confidence,pool_extra,1.0,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_correct_high_confidence_012_MiniConvNet_gradcam_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_correct_high_confidence_012_MiniConvNet_gradcam_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_correct_high_confidence_012_MiniConvNet_gradcam_overlay.png,ok,2026-09-05T08:44:14
squamous.cell.carcinoma_correct_high_confidence_012,MiniConvNet,gradcam_plusplus,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000118 (3).png,000118 (3).png,squamous.cell.carcinoma,squamous.cell.carcinoma,0.8463066816329956,True,correct_high_confidence,pool_extra,0.7694831288193185,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_correct_high_confidence_012_MiniConvNet_gradcam_plusplus_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_correct_high_confidence_012_MiniConvNet_gradcam_plusplus_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_correct_high_confidence_012_MiniConvNet_gradcam_plusplus_overlay.png,ok,2026-09-05T08:44:14
squamous.cell.carcinoma_incorrect_normal_confidence_013,MiniConvNet,gradcam,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000129 (2).png,000129 (2).png,squamous.cell.carcinoma,adenocarcinoma,0.4466422200202942,False,incorrect_normal_confidence,pool_extra,0.0,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_incorrect_normal_confidence_013_MiniConvNet_gradcam_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_incorrect_normal_confidence_013_MiniConvNet_gradcam_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_incorrect_normal_confidence_013_MiniConvNet_gradcam_overlay.png,ok,2026-09-05T08:44:14
squamous.cell.carcinoma_incorrect_normal_confidence_013,MiniConvNet,gradcam_plusplus,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000129 (2).png,000129 (2).png,squamous.cell.carcinoma,adenocarcinoma,0.4466422200202942,False,incorrect_normal_confidence,pool_extra,0.6922419639579344,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_incorrect_normal_confidence_013_MiniConvNet_gradcam_plusplus_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_incorrect_normal_confidence_013_MiniConvNet_gradcam_plusplus_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_incorrect_normal_confidence_013_MiniConvNet_gradcam_plusplus_overlay.png,ok,2026-09-05T08:44:14
squamous.cell.carcinoma_incorrect_high_confidence_014,MiniConvNet,gradcam,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000154 (4).png,000154 (4).png,squamous.cell.carcinoma,adenocarcinoma,0.8005201816558838,False,incorrect_high_confidence,pool_extra,0.15298094512990765,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_incorrect_high_confidence_014_MiniConvNet_gradcam_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_incorrect_high_confidence_014_MiniConvNet_gradcam_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_incorrect_high_confidence_014_MiniConvNet_gradcam_overlay.png,ok,2026-09-05T08:44:14
squamous.cell.carcinoma_incorrect_high_confidence_014,MiniConvNet,gradcam_plusplus,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000154 (4).png,000154 (4).png,squamous.cell.carcinoma,adenocarcinoma,0.8005201816558838,False,incorrect_high_confidence,pool_extra,0.5613313954505608,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_incorrect_high_confidence_014_MiniConvNet_gradcam_plusplus_original.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_incorrect_high_confidence_014_MiniConvNet_gradcam_plusplus_heatmap.png,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Lung-Cancer-Classification-\results\gradcam\images\squamous.cell.carcinoma_incorrect_high_confidence_014_MiniConvNet_gradcam_plusplus_overlay.png,ok,2026-09-05T08:44:14
