filepath,filename,class,label,split,folder,hash,phash,image_group,split_variant
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000115.png,000115.png,adenocarcinoma,0,train,adenocarcinoma,fdb6340d705e8ad526adce7ef783d1fb,15046649286542059316,11,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000116 (5).png,000116 (5).png,adenocarcinoma,0,test,adenocarcinoma,3c0fac8ebb082efe748b4e537d1adc39,15037923012590121017,12,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000116 (7).png,000116 (7).png,adenocarcinoma,0,train,adenocarcinoma,9b3590de4b268cd261c76693f2c5f39b,14184107674175237177,13,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000116 (9).png,000116 (9).png,adenocarcinoma,0,train,adenocarcinoma,7a8833250fefe0422723f377c4953a57,11065914301496440947,14,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000117 (4).png,000117 (4).png,adenocarcinoma,0,train,adenocarcinoma,866482c092332c56a6779f93c1ad2d3c,9566905778338045677,15,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000117 (8).png,000117 (8).png,adenocarcinoma,0,val,adenocarcinoma,ea01420564660f6ad0f11088edb3c580,15334224095863860782,16,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000117.png,000117.png,adenocarcinoma,0,test,adenocarcinoma,5ad8354153d6d82b58945884dc5df67e,15046855394151333435,17,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000118 (5).png,000118 (5).png,adenocarcinoma,0,train,adenocarcinoma,cd95315d58cc1231bdd9982d84cdfa7f,13963725751001779260,18,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000118 (7).png,000118 (7).png,adenocarcinoma,0,test,adenocarcinoma,e4445db999e3f6c722deb5b3e50765ec,10707953961992088682,19,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000119 (4).png,000119 (4).png,adenocarcinoma,0,test,adenocarcinoma,c8ffb14bf0fac67134129310cd4a4ae0,10493807486152764769,20,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000119 (5).png,000119 (5).png,adenocarcinoma,0,train,adenocarcinoma,ea0203ead960b13f81b8f9abb05e267c,13963725753147182136,18,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000119 (6).png,000119 (6).png,adenocarcinoma,0,train,adenocarcinoma,e8f788ee66c2e91458237c6a5dc6294f,9338599306750998842,21,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000120.png,000120.png,adenocarcinoma,0,test,adenocarcinoma,583a1067369a573df475ab0f8c84d909,10516272673561914668,22,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000121 (6).png,000121 (6).png,adenocarcinoma,0,train,adenocarcinoma,52178715c2e557f83c1c8e3092379b83,9625950086471773477,23,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000121 (7).png,000121 (7).png,adenocarcinoma,0,train,adenocarcinoma,f63dc36a0cf42f7a65c1b63477af7a00,15037851652488576041,24,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000121.png,000121.png,adenocarcinoma,0,train,adenocarcinoma,18203fa5ca044d8866c17d0af35c4c69,15055867574932562996,25,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000122 (4).png,000122 (4).png,adenocarcinoma,0,test,adenocarcinoma,93bee63ea0119020759f23bdac2a5152,9331843662477803250,26,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000122.png,000122.png,adenocarcinoma,0,test,adenocarcinoma,828b8f20e7f62bd559803c65f4cb4f73,15028915778707221565,27,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000123 (4).png,000123 (4).png,adenocarcinoma,0,train,adenocarcinoma,461e023a48a5175541705e8273fd012f,15855771191677238323,28,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000123 (6).png,000123 (6).png,adenocarcinoma,0,train,adenocarcinoma,3a2f82aa55bdf7fd7ed204284c83567c,13962388748080086372,29,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000123 (9).png,000123 (9).png,adenocarcinoma,0,train,adenocarcinoma,220f73a54b2eae531caa8e1b68d32653,10492001628717988922,30,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000124 (6).png,000124 (6).png,adenocarcinoma,0,train,adenocarcinoma,f3674422ddf949b44e1b371d4668ccef,9629094432258202254,31,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000124 (9).png,000124 (9).png,adenocarcinoma,0,test,adenocarcinoma,c54df564a0836770f21d8613d6815758,10421081694379060345,32,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000125 (2).png,000125 (2).png,adenocarcinoma,0,val,adenocarcinoma,4fed19e835a7c65fc6a26e368ead35aa,9629112015586007575,33,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000125 (4).png,000125 (4).png,adenocarcinoma,0,train,adenocarcinoma,5a362182c6ae83e40ef5d75d5b0bc32e,9621217530687461990,34,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000125 (5).png,000125 (5).png,adenocarcinoma,0,train,adenocarcinoma,2bfaa7a68177335656b8d78e3a06f1c6,14182991376978410596,6,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000125 (6).png,000125 (6).png,adenocarcinoma,0,train,adenocarcinoma,e1e5f81b51bcbbf76cbfba299c0a730a,10491766784115252273,35,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000125 (8).png,000125 (8).png,adenocarcinoma,0,train,adenocarcinoma,8bc0dabc68bcfc8d6be604beef34d897,14221838416589448291,36,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000126 (6).png,000126 (6).png,adenocarcinoma,0,train,adenocarcinoma,10730cb30ac86979ea5af379a505c88e,10492013723345893434,30,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000127 (5).png,000127 (5).png,adenocarcinoma,0,train,adenocarcinoma,90b7f32392be8ba830c1c87ad43068e0,15103682020977176633,37,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000128 (5).png,000128 (5).png,adenocarcinoma,0,test,adenocarcinoma,ab9b7b8ce65781ee150bff5b13e437dc,9351828079807940077,38,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000129 (5).png,000129 (5).png,adenocarcinoma,0,train,adenocarcinoma,782359d8de83d20bdb85231f35633736,13896167289899400252,39,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000129.png,000129.png,adenocarcinoma,0,train,adenocarcinoma,46612e7b3ab37fbdd4f826cb18e6830a,10512930737166836785,40,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000130 (6).png,000130 (6).png,adenocarcinoma,0,train,adenocarcinoma,738a9f75c9d65092f483243fdd10e5c2,9349611463761555343,41,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000131 (2).png,000131 (2).png,adenocarcinoma,0,train,adenocarcinoma,321d3c24b345bba95e0567fc9ecc4e97,10782301882653747609,42,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000132 (2).png,000132 (2).png,adenocarcinoma,0,train,adenocarcinoma,c9275f6d759e1e7e4919183629ce1c27,13866354503530563228,43,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000132 (7).png,000132 (7).png,adenocarcinoma,0,train,adenocarcinoma,7139953f1d4cd382dec5fa6ac089bfa7,15118935303828433960,44,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000132 (8).png,000132 (8).png,adenocarcinoma,0,train,adenocarcinoma,d75fd6633b8df240d7ee0d2285e43ec1,10491520193150990650,21,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000132.png,000132.png,adenocarcinoma,0,train,adenocarcinoma,7d509cbb7b36062db000129830041589,15055867540289845305,45,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000133 (2).png,000133 (2).png,adenocarcinoma,0,train,adenocarcinoma,c968753cdf7cce6cc3139a4605d922a5,15055896419708648508,46,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000133 (4).png,000133 (4).png,adenocarcinoma,0,train,adenocarcinoma,2d534482c81f301cd72de76b9f78e117,10493789889852227377,47,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000134 (2).png,000134 (2).png,adenocarcinoma,0,test,adenocarcinoma,7e7188dcedfa80b0cb05dc7ed40f657c,13961539372236811373,48,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000134 (9).png,000134 (9).png,adenocarcinoma,0,train,adenocarcinoma,c068e6ab3aa440f0924995416d7814f2,9343102905539524969,49,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000134.png,000134.png,adenocarcinoma,0,val,adenocarcinoma,cf4b1eec12198a5e72d5211a22edf2f5,15055863245609709617,50,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000135 (5).png,000135 (5).png,adenocarcinoma,0,train,adenocarcinoma,c0f70f8b2ea0da7db1cc5de3ab2ba642,15067689636686737715,51,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000136 (2).png,000136 (2).png,adenocarcinoma,0,train,adenocarcinoma,2f103d16e6b0efbfa2d74a930a523b07,10597953317785907635,52,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000136 (8).png,000136 (8).png,adenocarcinoma,0,train,adenocarcinoma,ed41d025836b46b066e67b25189262ac,15121133195673326692,53,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000137 (2).png,000137 (2).png,adenocarcinoma,0,train,adenocarcinoma,ffe0a4ff588baa01a103a69593d1f6e5,15018149499498150065,54,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000137 (4).png,000137 (4).png,adenocarcinoma,0,train,adenocarcinoma,c32747bc1564f048f782df300d038969,9639231654285875941,55,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000137 (8).png,000137 (8).png,adenocarcinoma,0,train,adenocarcinoma,8ba303009d5790be2708bcf0f251c249,9334060520567655993,56,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000138 (6).png,000138 (6).png,adenocarcinoma,0,train,adenocarcinoma,6856182be440dd6fa366a2b1f19ec1e5,14185243176523627876,6,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000138 (9).png,000138 (9).png,adenocarcinoma,0,train,adenocarcinoma,6f0be5f0d15cb1286ef9736133d8c41b,10707953957965884466,57,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000139 (5).png,000139 (5).png,adenocarcinoma,0,test,adenocarcinoma,ff74090e6446f8cc8c40f5f66b4a9a3d,10479329538353226023,58,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000139 (6).png,000139 (6).png,adenocarcinoma,0,train,adenocarcinoma,f9c87c8535e8f01c4c52cdfc4ea9a363,10426237131593232841,59,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000139 (8).png,000139 (8).png,adenocarcinoma,0,train,adenocarcinoma,4ecfa71e7b6fd0d2d0719e17efb723bf,9336347777500345961,60,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000139 (9).png,000139 (9).png,adenocarcinoma,0,train,adenocarcinoma,98ed2a8f13616cfcc60944de40179fd1,9609026386579907940,61,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000139.png,000139.png,adenocarcinoma,0,train,adenocarcinoma,c9a1f2caf9678ae2ae726da28d130b0a,15047986279860759601,62,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000140.png,000140.png,adenocarcinoma,0,test,adenocarcinoma,3defa64c73cd052489155781a3a40526,15306960600112027172,63,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000141 (2).png,000141 (2).png,adenocarcinoma,0,val,adenocarcinoma,f4a3d001d7108e4d8b350c32f75c52e6,9619823354358410606,64,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000142.png,000142.png,adenocarcinoma,0,train,adenocarcinoma,2bdda3a4b088e20fb174ac249d89d3c3,15055932978407111741,65,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000143 (5).png,000143 (5).png,adenocarcinoma,0,test,adenocarcinoma,b80f8e6fc7c7c3a02d97a9d9ee50c23b,15376989768426742931,66,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000143 (6).png,000143 (6).png,adenocarcinoma,0,train,adenocarcinoma,e317600261e79c99a3b7ceec1a4eb5e8,9629112024407054981,67,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000144 (2).png,000144 (2).png,adenocarcinoma,0,test,adenocarcinoma,860129c9896815c8d568325fe6d54a4e,9647130820761631793,68,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000144 (5).png,000144 (5).png,adenocarcinoma,0,train,adenocarcinoma,cbc768602b5281abd2263b42092bf9a1,15091015419341595955,69,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000145 (9).png,000145 (9).png,adenocarcinoma,0,train,adenocarcinoma,f1096545975e3ba738c33e42d4963f65,14149780709809153125,70,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000146 (3).png,000146 (3).png,adenocarcinoma,0,train,adenocarcinoma,e83ed3ad16b21d2c0e5e1bdc695d53bd,15114483107806924336,71,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000146 (6).png,000146 (6).png,adenocarcinoma,0,train,adenocarcinoma,a7259a4ce245ed867469f26511a0ccfa,10486938171518630203,72,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000147.png,000147.png,adenocarcinoma,0,train,adenocarcinoma,0773c7f2262c0d5987736691919bafa9,15047704804824278068,73,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000148 (3).png,000148 (3).png,adenocarcinoma,0,test,adenocarcinoma,19ebef75a551ab13dd7a6fad240cc17d,10493790439538847593,74,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000148 (6).png,000148 (6).png,adenocarcinoma,0,train,adenocarcinoma,80cf955bd6a74de069018b746684583a,15335965657858388839,75,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000148 (8).png,000148 (8).png,adenocarcinoma,0,train,adenocarcinoma,768fb0af01037dd9d755aa329890e9c7,9569620993358305850,76,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000148.png,000148.png,adenocarcinoma,0,val,adenocarcinoma,983e8eb1a9d0b4b8513864a4246fa293,14227238525142316337,77,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000149 (2).png,000149 (2).png,adenocarcinoma,0,train,adenocarcinoma,e32cb7cc47cf26430d2baab99bfb8f1b,9358865230038986353,78,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000149 (4).png,000149 (4).png,adenocarcinoma,0,train,adenocarcinoma,c87642ca196ddc7e23edbb0d5a07eac1,15114483107538488944,71,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000149 (7).png,000149 (7).png,adenocarcinoma,0,train,adenocarcinoma,53e0468e311c316aecc03d0faf97bf8e,13968221585391959096,79,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000151 (5).png,000151 (5).png,adenocarcinoma,0,test,adenocarcinoma,b191ef43168f94e91405ea5d364490aa,15051433812531154736,80,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000153 (5).png,000153 (5).png,adenocarcinoma,0,train,adenocarcinoma,75e97854d11e85bab1b7a287086ad5f5,10493789889867168825,81,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000155 (4).png,000155 (4).png,adenocarcinoma,0,train,adenocarcinoma,1dc756f21ce6ebaf2d3320aa0e896607,14184117277690657892,6,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000155.png,000155.png,adenocarcinoma,0,train,adenocarcinoma,7cb2468e9655d002156746b5068ac448,15196621831629035924,82,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000156 (4).png,000156 (4).png,adenocarcinoma,0,train,adenocarcinoma,20234f0576642de078b6012cf9463039,9344220009387145528,83,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000157 (5).png,000157 (5).png,adenocarcinoma,0,train,adenocarcinoma,d3e68137d850df6910316b0289cf1fe3,13963725753149201457,84,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000157 (6).png,000157 (6).png,adenocarcinoma,0,train,adenocarcinoma,8457ee6d98cd45a0a21bc35005275da6,10707953957898775603,57,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000158 (2).png,000158 (2).png,adenocarcinoma,0,train,adenocarcinoma,7769742eaa55fe54198ecfdc37a4ff09,10459450071750238629,85,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000158 (3).png,000158 (3).png,adenocarcinoma,0,train,adenocarcinoma,e46c28ec95195502e49d3356115be7bf,11264420926949441332,86,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000158 (5).png,000158 (5).png,adenocarcinoma,0,train,adenocarcinoma,564472077114a9dee6a8025f0dfcc869,15301300681816372272,87,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000158 (6).png,000158 (6).png,adenocarcinoma,0,train,adenocarcinoma,af6a90c085db5c36ab4c9eac3b528630,9352039734738329145,88,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000158.png,000158.png,adenocarcinoma,0,train,adenocarcinoma,d111d4752b8133e5a2db8100b09e58a2,15326148948584447033,89,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000160 (4).png,000160 (4).png,adenocarcinoma,0,train,adenocarcinoma,5aa489671e2d35ce5b7db6ee35e25577,10492066504165453881,90,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000160 (6).png,000160 (6).png,adenocarcinoma,0,train,adenocarcinoma,7f055a2283d20a56bc2e1447c6bcb0bd,9346480326906205744,91,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000161 (4).png,000161 (4).png,adenocarcinoma,0,train,adenocarcinoma,2524e3006ab753fc9c518c0a72355258,13963725752108764728,92,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000161 (5).png,000161 (5).png,adenocarcinoma,0,train,adenocarcinoma,1c59d5527217b723d6e70fde1557e6d5,10491494629304580250,93,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000163 (3).png,000163 (3).png,adenocarcinoma,0,val,adenocarcinoma,eeb91ea18a8d6029753bcdbdb0e3e5e5,10689930801745640625,94,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000163 (7).png,000163 (7).png,adenocarcinoma,0,test,adenocarcinoma,de8f93d7790931e079fe7021ff109e9a,15896302558604573752,95,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\adenocarcinoma\000164 (5).png,000164 (5).png,adenocarcinoma,0,test,adenocarcinoma,7636366caca10019ba51647227b9f0fc,10492057158619379826,96,leakage_controlled_image_group
